locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1723808,Natan's Catering,Truck,1507000,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011939.286,2101416.045,37.75076077,-122.4015403,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.75076076946013, -122.40154029135653)",10,3,8,28856,29
1535606,Wu Wei LLC dba MoBowl,Truck,12160001,STEUART LN: HOWARD ST \ STEUART ST to END: 200-249 BLOCK (1 - 99),75 HOWARD ST,3741031,3741,31,21MFF-00076,EXPIRED,Various types of meat: veggie: and seafood bowls.,6015092.174,2116210.269,37.79155786,-122.3916715,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00076&ExportPDF=1&Filename=21MFF-00076_schedule.pdf,,,7/2/2021 0:00,20210701,1,11/15/2021 0:00,"(37.79155786415492, -122.39167149978557)",6,2,9,28855,6
1723810,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,4,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(0.0, 0.0)",,,,,
1723797,Natan's Catering,Truck,0,,Assessors Block 4058/Lot010,4058010,4058,10,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015895.442,2105131.652,37.76118299,-122.3881187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.761182994505084, -122.38811870407658)",10,3,8,28856,29
1723825,Natan's Catering,Truck,7727000,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011363.148,2106748.619,37.76537067,-122.4039078,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.76537066931712, -122.40390784821223)",8,3,8,28853,20
1723824,Natan's Catering,Truck,7174000,ILLINOIS ST: 25TH ST to ILLINOIS ST (1500 - 1599),Assessors Block 4296/Lot010,4296010,4296,10,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016154.266,2101929.534,37.75240499,-122.3870002,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.75240499247832, -122.38700019629786)",10,3,8,28856,1
1735062,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,1428000,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,4271038,4271,38,23MFF-00032,APPROVED,Tacos: burritos: soda & juice,6009084.78,2101536.437,37.75093165,-122.41142,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00032&ExportPDF=1&Filename=23MFF-00032_schedule.pdf,,,10/26/2023 0:00,20231019,1,11/15/2024 0:00,"(37.7509316476402, -122.4114199662057)",2,4,7,28859,19
1735063,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,5683000,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,3521058,3521,58,23MFF-00032,APPROVED,Tacos: burritos: soda & juice,6008490.781,2109071.076,37.7715867,-122.414007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00032&ExportPDF=1&Filename=23MFF-00032_schedule.pdf,,,10/26/2023 0:00,20231019,1,11/15/2024 0:00,"(37.771586702670334, -122.41400704302406)",8,2,9,28853,19
1735061,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,23MFF-00031,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,6014982.07,2100806.303,37.74925586,-122.3909754,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00031&ExportPDF=1&Filename=23MFF-00031_schedule.pdf,,,10/26/2023 0:00,20231019,1,11/15/2024 0:00,"(37.74925585952909, -122.39097537957679)",10,3,8,58,1
1735064,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,9108000,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,3507040,3507,40,23MFF-00032,APPROVED,Tacos: burritos: soda & juice,6007518.36,2110417.248,37.77522831,-122.4174661,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00032&ExportPDF=1&Filename=23MFF-00032_schedule.pdf,,,10/26/2023 0:00,20231019,1,11/15/2024 0:00,"(37.77522830783405, -122.41746613186956)",8,2,9,28853,34
1732578,Plaza Garibaldy,Truck,9297000,MONTGOMERY ST: POST ST to SUTTER ST (1 - 99),1 MONTGOMERY ST,292002,292,2,23MFF-00017,APPROVED,Tacos: burritos: quesadillas,6011970.278,2115432.874,37.78924953,-122.4024186,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00017&ExportPDF=1&Filename=23MFF-00017_schedule.pdf,,,10/11/2023 0:00,20231011,0,11/15/2024 0:00,"(37.78924953407508, -122.40241859729358)",4,1,10,28854,6
1732583,Plaza Garibaldy,Truck,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,23MFF-00018,APPROVED,Tacos: burritos: quesadillas,6012002.812,2116560.078,37.79234639,-122.4023853,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00018&ExportPDF=1&Filename=23MFF-00018_schedule.pdf,,,10/11/2023 0:00,20231011,0,11/15/2024 0:00,"(37.792346385148, -122.40238532279395)",4,1,10,28854,6
1732543,Bonito Poke,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,23MFF-00016,REQUESTED,Bonito Poke Bowls & Various Drinks,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00016&ExportPDF=1&Filename=23MFF-00016_schedule.pdf,,,,20231010,0,11/15/2024 0:00,"(37.78911920766765, -122.39588103933524)",12,2,9,28855,6
1732541,Bonito Poke,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,23MFF-00016,REQUESTED,Bonito Poke Bowls & Various Drinks,6013786.267,2114936.804,37.78798865,-122.3961007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00016&ExportPDF=1&Filename=23MFF-00016_schedule.pdf,,,,20231010,0,11/15/2024 0:00,"(37.78798864899528, -122.39610066847152)",6,2,9,28855,6
1732542,Bonito Poke,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,23MFF-00016,REQUESTED,Bonito Poke Bowls & Various Drinks,6012181.836,2116889.979,37.79326221,-122.4017891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00016&ExportPDF=1&Filename=23MFF-00016_schedule.pdf,,,,20231010,0,11/15/2024 0:00,"(37.793262206923096, -122.4017890913628)",4,1,10,28854,6
1732577,Plaza Garibaldy,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),540 HOWARD ST,3721015,3721,15,23MFF-00017,APPROVED,Tacos: burritos: quesadillas,6013457.851,2114931.191,37.78795496,-122.3972365,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00017&ExportPDF=1&Filename=23MFF-00017_schedule.pdf,,,10/11/2023 0:00,20231011,0,11/15/2024 0:00,"(37.78795495968584, -122.39723654373122)",12,2,9,28855,6
1660690,"Halal Cart, LLC",Push Cart,8737101,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,1 MARKET ST,3713006,3713,6,22MFF-00090,EXPIRED,kebabs: halal gyro: grilled halal meat: refreshments,6014186.566,2117071.214,37.79387151,-122.3948652,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00090&ExportPDF=1&Filename=22MFF-00090_schedule.pdf,,,11/21/2022 0:00,20221121,0,11/15/2023 0:00,"(37.793871507150634, -122.39486523862108)",12,2,9,28855,6
1611739,Kid Abelha - Brazilian Hamburgers,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),2045 EVANS AVE,4343002,4343,2,21MFF-00070,EXPIRED,Brazilian Hamburgers,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00070&ExportPDF=1&Filename=21MFF-00070_schedule.pdf,,,9/29/2022 0:00,20210520,0,11/15/2023 0:00,"(37.747772091607466, -122.39703171897757)",10,3,8,58,1
1738308,San Francisco's Hometown Creamery,Truck,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,314013,314,13,23MFF-00038,APPROVED,Ice Cream & Waffle Cones,6010423.418,2114694.802,37.78713649,-122.4077185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00038&ExportPDF=1&Filename=23MFF-00038_schedule.pdf,,,11/6/2023 0:00,20231106,0,11/15/2024 0:00,"(37.787136491086116, -122.4077185090006)",5,10,10,28852,6
1657809,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,314014,314,14,22MFF-00042,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010516.291,2114707.404,37.78717629,-122.4073981,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00042&ExportPDF=1&Filename=22MFF-00042_schedule.pdf,,,11/3/2022 0:00,20221103,1,11/15/2023 0:00,"(37.78717629174164, -122.40739807595821)",5,10,10,28852,6
1660844,El Alambre,Truck,5817000,FRANKLIN ST: MYRTLE ST to GEARY BLVD (1150 - 1199),1188 FRANKLIN ST,714017,714,17,22MFF-00095,EXPIRED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,6006108.969,2114104.044,37.78527195,-122.4226036,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00095&ExportPDF=1&Filename=22MFF-00095_schedule.pdf,,,11/22/2022 0:00,20221122,0,11/15/2023 0:00,"(37.785271949066775, -122.42260358516438)",13,9,11,28858,41
1658396,CARDONA'S FOOD TRUCK,Truck,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1888 MISSION ST,3547003,3547,3,22MFF-00060,EXPIRED,Tacos: Burritos: Quesadillas: Various Drinks,6006630.753,2107401.428,37.7668976,-122.4203225,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00060&ExportPDF=1&Filename=22MFF-00060_schedule.pdf,,,11/8/2022 0:00,20221108,0,11/15/2023 0:00,"(37.766897602559155, -122.42032247306807)",8,4,7,28853,19
1337457,Liang Bai Ping,Truck,9743000,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,44,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(0.0, 0.0)",,,,,
1514026,F & C Catering,Truck,12491000,TENNESSEE ST: TENNESSEE ST to 26TH ST (1500 - 1599),1500 TENNESSEE ST,4294012,4294,12,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015520.523,2101882.84,37.75224167,-122.3891885,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,,,3/30/2021 0:00,20210326,1,11/15/2021 0:00,"(37.75224166848031, -122.38918854258944)",10,3,8,28856,1
1509787,El Gallo Jiro,Truck,1260000,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,3640039,3640,39,21MFF-00011,EXPIRED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,6008556.964,2102638.387,37.75392774,-122.4133231,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00011&ExportPDF=1&Filename=21MFF-00011_schedule.pdf,,,3/19/2021 0:00,20210312,1,11/15/2021 0:00,"(37.753927735726535, -122.41332312961758)",2,4,7,28859,19
963992,Singh Brothers Ice Cream,Truck,10810000,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,42,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017387.966,2092923.508,37.72774449,-122.3821074,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:3PM-4PM,,,20170418,1,3/15/2018 0:00,"(37.72774449070106, -122.38210737524216)",10,3,8,58,1
1343454,Esmeli Catering,Truck,7022000,HOOPER ST: 07TH ST to 08TH ST (100 - 199),Assessors Block /Lot,,,,19MFF-00110,REQUESTED,tacos: burritos: quesadilla: tortas sodas,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00110&ExportPDF=1&Filename=19MFF-00110_schedule.pdf,,,,20190731,0,,"(0.0, 0.0)",,,,,
1089698,El Tonayense #60,Truck,6752000,HARRISON ST: MISTRAL ST to 20TH ST (2345 - 2399),2355 FOLSOM ST,3593035,3593,35,18MFF-0004,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0004&ExportPDF=1&Filename=18MFF-0004_schedule.pdf,Mo-Su:4PM-10PM,,,20180205,1,7/15/2019 0:00,"(0.0, 0.0)",,,,,
1741653,Truly Food & More,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,23MFF-00046,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,6013786.267,2114936.804,37.78798865,-122.3961007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00046&ExportPDF=1&Filename=23MFF-00046_schedule.pdf,,,11/16/2023 0:00,20231116,1,11/15/2024 0:00,"(37.78798864899528, -122.39610066847152)",6,2,9,28855,6
1514031,F & C Catering,Truck,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,4229004,4229,4,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015479.602,2102615.711,37.75425171,-122.3893812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,,,3/30/2021 0:00,20210326,1,11/15/2021 0:00,"(37.754251708893726, -122.3893812288799)",10,3,8,28856,29
1738315,San Francisco's Hometown Creamery,Truck,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),340 POST ST,295005,295,5,23MFF-00041,APPROVED,Ice Cream: Waffle Cones,6010506.675,2115261.438,37.788697,-122.4074704,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00041&ExportPDF=1&Filename=23MFF-00041_schedule.pdf,,,11/6/2023 0:00,20231106,0,11/15/2024 0:00,"(37.78869699864027, -122.40747042036952)",5,1,10,28852,6
1738313,San Francisco's Hometown Creamery,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,23MFF-00040,APPROVED,Ice cream & Waffle cones,6012318.456,2116367.149,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00040&ExportPDF=1&Filename=23MFF-00040_schedule.pdf,,,11/6/2023 0:00,20231106,0,11/15/2024 0:00,"(37.79183426305553, -122.40127961659626)",4,1,10,28854,6
1591847,Golden Gate Halal Food,Push Cart,8751101,MARKET ST: 07TH ST \ CHARLES J BRENHAM PL to 08TH ST \ GROVE ST \ HYDE ST (1101 - 1199) -- SOUTH --,1169 MARKET ST,3702051,3702,51,22MFF-00025,SUSPEND,Pulao Plates & Sandwiches: Various Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00025&ExportPDF=1&Filename=22MFF-00025_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(0.0, 0.0)",,,,,
1735285,El Alambre,Truck,580000,14TH ST: FOLSOM ST to SHOTWELL ST (100 - 150),1800 FOLSOM ST,3549083,3549,83,23MFF-00034,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6007856.719,2107724.046,37.76785244,-122.4161049,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00034&ExportPDF=1&Filename=23MFF-00034_schedule.pdf,,,11/6/2023 0:00,20231023,0,11/15/2024 0:00,"(37.76785244271805, -122.41610489253189)",8,4,7,28853,19
1514029,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015771.139,2102415.24,37.75371742,-122.388359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,,,3/30/2021 0:00,20210326,1,11/15/2021 0:00,"(37.753717416902134, -122.38835902104361)",10,3,8,28856,29
1738310,San Francisco's Hometown Creamery,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),425 CALIFORNIA ST,260001,260,1,23MFF-00039,APPROVED,Ice Cream: Waffle Cones,6012304.287,2116717.605,37.79279574,-122.4013533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00039&ExportPDF=1&Filename=23MFF-00039_schedule.pdf,,,11/6/2023 0:00,20231106,0,11/15/2024 0:00,"(37.79279574157871, -122.40135328093122)",4,1,10,28854,6
1591779,Street Meet,Truck,6552000,GROVE ST: 08TH ST \ HYDE ST \ MARKET ST to LARKIN ST (1 - 55),30 GROVE ST,354001,354,1,22MFF-00009,SUSPEND,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,6008026.826,2111838.426,37.77915912,-122.4158079,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00009&ExportPDF=1&Filename=22MFF-00009_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.779159119969, -122.4158078824267)",7,10,9,28852,36
1735284,El Alambre,Truck,11832000,SHOTWELL ST: 14TH ST to 15TH ST (1 - 99),1800 FOLSOM ST,3549083,3549,83,23MFF-00034,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6007856.719,2107724.046,37.76785244,-122.4161049,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00034&ExportPDF=1&Filename=23MFF-00034_schedule.pdf,,,11/6/2023 0:00,20231023,0,11/15/2024 0:00,"(37.76785244271805, -122.41610489253189)",8,4,7,28853,19
1738309,San Francisco's Hometown Creamery,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 MONTGOMERY ST,292002,292,2,23MFF-00039,APPROVED,Ice Cream: Waffle Cones,6011970.278,2115432.874,37.78924953,-122.4024186,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00039&ExportPDF=1&Filename=23MFF-00039_schedule.pdf,,,11/6/2023 0:00,20231106,0,11/15/2024 0:00,"(37.78924953407508, -122.40241859729358)",4,1,10,28854,6
1733451,Papalote Inc.,Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,23MFF-00024,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,6014255.311,2116583.43,37.79253599,-122.3945932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00024&ExportPDF=1&Filename=23MFF-00024_schedule.pdf,,,10/12/2023 0:00,20231012,0,11/15/2024 0:00,"(37.792535988431084, -122.39459319923499)",12,2,9,28855,6
1730565,DO UC US Mobile Catering,Truck,19986000,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,8716001,8716,1,23MFF-00015,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015098.414,2108321.616,37.76989775,-122.3910983,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00015&ExportPDF=1&Filename=23MFF-00015_schedule.pdf,,,10/12/2023 0:00,20231004,1,11/15/2024 0:00,"(37.76989774889607, -122.3910982796345)",14,3,9,310,20
1591780,Street Meet,Truck,8121000,LARKIN ST: GROVE ST to FULTON ST (100 - 199),100 LARKIN ST,354001,354,1,22MFF-00009,SUSPEND,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,6008026.826,2111838.426,37.77915912,-122.4158079,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00009&ExportPDF=1&Filename=22MFF-00009_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.779159119969, -122.4158078824267)",7,10,9,28852,36
1535609,Wu Wei LLC dba MoBowl,Truck,5875000,FRONT ST: VALLEJO ST to GREEN ST (900 - 999),900 FRONT ST,137001,137,1,21MFF-00076,EXPIRED,Various types of meat: veggie: and seafood bowls.,6012874.622,2119410.253,37.80022092,-122.399569,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00076&ExportPDF=1&Filename=21MFF-00076_schedule.pdf,,,7/2/2021 0:00,20210701,1,11/15/2021 0:00,"(37.80022091559222, -122.39956901857713)",3,1,10,28860,6
1730566,DO UC US Mobile Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2590 MARIN ST,4339008,4339,8,23MFF-00015,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6011441.697,2100557.577,37.74837583,-122.4032006,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00015&ExportPDF=1&Filename=23MFF-00015_schedule.pdf,,,10/12/2023 0:00,20231004,1,11/15/2024 0:00,"(37.74837582577795, -122.40320062649582)",10,3,8,58,1
1730563,DO UC US Mobile Catering,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,23MFF-00015,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,5995605.966,2106525.104,37.76386403,-122.4583917,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00015&ExportPDF=1&Filename=23MFF-00015_schedule.pdf,,,10/12/2023 0:00,20231004,1,11/15/2024 0:00,"(37.763864032383225, -122.4583917498439)",15,5,11,56,12
1733450,Papalote Inc.,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,23MFF-00024,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,6013786.267,2114936.804,37.78798865,-122.3961007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00024&ExportPDF=1&Filename=23MFF-00024_schedule.pdf,,,10/12/2023 0:00,20231012,0,11/15/2024 0:00,"(37.78798864899528, -122.39610066847152)",6,2,9,28855,6
1730564,DO UC US Mobile Catering,Truck,185104,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,13,23MFF-00015,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015663.184,2108672.393,37.77089223,-122.3891692,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00015&ExportPDF=1&Filename=23MFF-00015_schedule.pdf,,,10/12/2023 0:00,20231004,1,11/15/2024 0:00,"(37.77089223103183, -122.3891692314827)",14,3,9,310,20
